season;weekday;day;month;year;home_team;away_team;home_elo;away_elo;home_goals;away_goals;home_odds;draw_odds;away_odds;attendance
2015/2016;Fri;10;7;2015;Inter Zapresic;Rijeka;1232;1520;0;0;0.1717171717171717;0.25252525252525254;0.5757575757575758;3380
2015/2016;Sat;11;7;2015;NK Zagreb;Osijek;1288;1269;0;1;0.49504950495049505;0.27722772277227725;0.22772277227722773;500
2015/2016;Sat;11;7;2015;Istra 1961;Slaven Belupo;1267;1286;3;1;0.4444444444444444;0.30303030303030304;0.25252525252525254;1482
2015/2016;Sun;12;7;2015;Dinamo Zagreb;Hajduk;1594;1368;1;1;0.77;0.15;0.08;23631
2015/2016;Mon;13;7;2015;Split 1912;Lok Zagreb;1330;1299;2;1;0.54;0.25;0.21;1000
2015/2016;Sat;18;7;2015;Inter Zapresic;NK Zagreb;1224;1264;1;1;0.42424242424242425;0.30303030303030304;0.2727272727272727;532
2015/2016;Sun;19;7;2015;Hajduk;Split 1912;1358;1322;0;0;0.53;0.26;0.21;10594
2015/2016;Sun;19;7;2015;Rijeka;Slaven Belupo;1478;1264;3;3;0.7326732673267327;0.1782178217821782;0.0891089108910891;4203
2015/2016;Sun;19;7;2015;Osijek;Dinamo Zagreb;1267;1573;1;1;0.16;0.24;0.6;4616
2015/2016;Mon;20;7;2015;Lok Zagreb;Istra 1961;1286;1263;6;1;0.52;0.26;0.22;350
2015/2016;Sat;25;7;2015;Split 1912;Osijek;1325;1272;2;1;0.53;0.27;0.2;800
2015/2016;Sat;25;7;2015;Dinamo Zagreb;Inter Zapresic;1568;1221;5;1;0.85;0.11;0.04;1207
2015/2016;Sun;26;7;2015;Istra 1961;Hajduk;1251;1365;4;1;0.35353535353535354;0.2727272727272727;0.37373737373737376;3898
2015/2016;Sun;26;7;2015;NK Zagreb;Rijeka;1264;1469;3;3;0.25742574257425743;0.26732673267326734;0.4752475247524752;800
2015/2016;Mon;27;7;2015;Slaven Belupo;Lok Zagreb;1270;1282;2;2;0.49;0.26;0.25;756
2015/2016;Fri;31;7;2015;NK Zagreb;Dinamo Zagreb;1271;1569;0;2;0.16831683168316833;0.24752475247524752;0.5841584158415841;2500
2015/2016;Sat;1;8;2015;Osijek;Istra 1961;1271;1269;2;2;0.48;0.28;0.24;2225
2015/2016;Sat;1;8;2015;Inter Zapresic;Split 1912;1223;1333;0;0;0.35;0.3;0.35;567
2015/2016;Sun;2;8;2015;Hajduk;Slaven Belupo;1366;1272;2;2;0.61;0.23;0.16;8753
2015/2016;Sun;2;8;2015;Rijeka;Lok Zagreb;1470;1288;3;1;0.73;0.17;0.1;5100
2015/2016;Fri;7;8;2015;Split 1912;NK Zagreb;1344;1278;3;0;0.54;0.27;0.19;800
2015/2016;Sat;8;8;2015;Istra 1961;Inter Zapresic;1283;1235;0;0;0.54;0.25;0.21;1519
2015/2016;Sat;8;8;2015;Dinamo Zagreb;Rijeka;1594;1485;0;0;0.6138613861386139;0.22772277227722773;0.15841584158415842;5200
2015/2016;Sun;9;8;2015;Slaven Belupo;Osijek;1288;1280;3;0;0.48;0.28;0.24;883
2015/2016;Mon;10;8;2015;Lok Zagreb;Hajduk;1296;1387;1;2;0.40404040404040403;0.26262626262626265;0.3333333333333333;3800
2015/2016;Fri;14;8;2015;Inter Zapresic;Slaven Belupo;1239;1297;2;1;0.4;0.3;0.3;516
2015/2016;Sat;15;8;2015;Rijeka;Hajduk;1490;1395;0;0;0.6060606060606061;0.23232323232323232;0.16161616161616163;5287
2015/2016;Sat;15;8;2015;Dinamo Zagreb;Split 1912;1588;1352;3;0;0.7474747474747475;0.1717171717171717;0.08080808080808081;2000
2015/2016;Sun;16;8;2015;NK Zagreb;Istra 1961;1270;1279;1;1;0.47;0.29;0.24;450
2015/2016;Mon;17;8;2015;Osijek;Lok Zagreb;1270;1288;0;1;0.47;0.27;0.26;1157
2015/2016;Fri;21;8;2015;Lok Zagreb;Inter Zapresic;1297;1245;1;2;0.56;0.23;0.21;470
2015/2016;Sat;22;8;2015;Istra 1961;Dinamo Zagreb;1281;1591;1;1;0.15;0.23;0.62;3385
2015/2016;Sat;22;8;2015;Split 1912;Rijeka;1347;1484;0;2;0.32;0.3;0.38;1000
2015/2016;Sun;23;8;2015;Slaven Belupo;NK Zagreb;1289;1266;2;1;0.51;0.27;0.22;851
2015/2016;Sun;23;8;2015;Hajduk;Osijek;1395;1259;3;0;0.64;0.22;0.14;8500
2015/2016;Fri;28;8;2015;NK Zagreb;Lok Zagreb;1258;1282;1;2;0.45454545454545453;0.2727272727272727;0.2727272727272727;800
2015/2016;Sat;29;8;2015;Split 1912;Istra 1961;1334;1283;3;0;0.5247524752475248;0.26732673267326734;0.2079207920792079;800
2015/2016;Sat;29;8;2015;Dinamo Zagreb;Slaven Belupo;1583;1291;3;0;0.81;0.13;0.06;1386
2015/2016;Sun;30;8;2015;Inter Zapresic;Hajduk;1253;1389;0;2;0.32;0.29;0.39;1839
2015/2016;Sun;30;8;2015;Rijeka;Osijek;1490;1250;5;0;0.76;0.16;0.08;4729
2015/2016;Fri;11;9;2015;Lok Zagreb;Dinamo Zagreb;1292;1585;0;4;0.16;0.22;0.62;1853
2015/2016;Sat;12;9;2015;Hajduk;NK Zagreb;1399;1248;1;0;0.67;0.2;0.13;6237
2015/2016;Sat;12;9;2015;Slaven Belupo;Split 1912;1289;1342;1;1;0.40404040404040403;0.30303030303030304;0.29292929292929293;570
2015/2016;Sun;13;9;2015;Osijek;Inter Zapresic;1247;1243;3;1;0.4752475247524752;0.2871287128712871;0.2376237623762376;672
2015/2016;Sun;13;9;2015;Istra 1961;Rijeka;1275;1494;0;1;0.24;0.26;0.5;3012
2015/2016;Fri;18;9;2015;Osijek;NK Zagreb;1260;1251;0;0;0.48;0.28;0.24;800
2015/2016;Sat;19;9;2015;Rijeka;Inter Zapresic;1505;1241;0;0;0.7878787878787878;0.1414141414141414;0.0707070707070707;4221
2015/2016;Sat;19;9;2015;Hajduk;Dinamo Zagreb;1408;1610;0;0;0.26;0.26;0.48;17939
2015/2016;Sun;20;9;2015;Slaven Belupo;Istra 1961;1293;1276;0;0;0.5;0.27;0.23;680
2015/2016;Sun;20;9;2015;Lok Zagreb;Split 1912;1291;1349;1;0;0.40594059405940597;0.2871287128712871;0.3069306930693069;940
2015/2016;Fri;25;9;2015;Dinamo Zagreb;Osijek;1607;1257;4;1;0.86;0.1;0.04;526
2015/2016;Sat;26;9;2015;NK Zagreb;Inter Zapresic;1254;1248;2;3;0.47;0.29;0.24;450
2015/2016;Sat;26;9;2015;Slaven Belupo;Rijeka;1290;1497;0;0;0.25;0.27;0.48;744
2015/2016;Sun;27;9;2015;Istra 1961;Lok Zagreb;1279;1298;2;1;0.45544554455445546;0.27722772277227725;0.26732673267326734;1057
2015/2016;Sun;27;9;2015;Split 1912;Hajduk;1342;1411;0;2;0.38;0.33;0.29;3000
2015/2016;Fri;2;10;2015;Lok Zagreb;Slaven Belupo;1291;1292;1;1;0.5;0.26;0.24;593
2015/2016;Sat;3;10;2015;Osijek;Split 1912;1255;1329;0;1;0.37;0.34;0.29;584
2015/2016;Sat;3;10;2015;Inter Zapresic;Dinamo Zagreb;1258;1606;2;2;0.12;0.21;0.67;1800
2015/2016;Sun;4;10;2015;Rijeka;NK Zagreb;1493;1243;4;1;0.76;0.16;0.08;3358
2015/2016;Sun;4;10;2015;Hajduk;Istra 1961;1422;1284;3;0;0.6363636363636364;0.2222222222222222;0.1414141414141414;7819
2015/2016;Fri;16;10;2015;Dinamo Zagreb;NK Zagreb;1600;1240;4;1;0.8613861386138614;0.09900990099009901;0.039603960396039604;721
2015/2016;Sat;17;10;2015;Istra 1961;Osijek;1279;1246;2;1;0.52;0.27;0.21;758
2015/2016;Sat;17;10;2015;Lok Zagreb;Rijeka;1288;1496;1;2;0.25;0.25;0.5;682
2015/2016;Sun;18;10;2015;Split 1912;Inter Zapresic;1337;1265;1;1;0.53;0.28;0.19;500
2015/2016;Sun;18;10;2015;Slaven Belupo;Hajduk;1295;1428;0;1;0.32;0.29;0.39;2487
2015/2016;Fri;23;10;2015;Osijek;Slaven Belupo;1238;1284;0;0;0.41;0.3;0.29;627
2015/2016;Sat;24;10;2015;Inter Zapresic;Istra 1961;1266;1280;3;0;0.44;0.3;0.26;601
2015/2016;Sat;24;10;2015;Hajduk;Lok Zagreb;1431;1280;2;1;0.6831683168316832;0.18811881188118812;0.12871287128712872;8374
2015/2016;Sun;25;10;2015;NK Zagreb;Split 1912;1235;1329;1;2;0.37;0.3;0.33;300
2015/2016;Sun;25;10;2015;Rijeka;Dinamo Zagreb;1498;1590;2;1;0.38;0.29;0.33;5474
2015/2016;Fri;30;10;2015;Split 1912;Dinamo Zagreb;1337;1582;1;0;0.2;0.27;0.53;1500
2015/2016;Sat;31;10;2015;Istra 1961;NK Zagreb;1269;1227;0;0;0.5353535353535354;0.25252525252525254;0.21212121212121213;556
2015/2016;Sat;31;10;2015;Lok Zagreb;Osijek;1277;1236;2;1;0.55;0.24;0.21;327
2015/2016;Sun;1;11;2015;Slaven Belupo;Inter Zapresic;1286;1276;4;0;0.47474747474747475;0.2828282828282828;0.24242424242424243;608
2015/2016;Sun;1;11;2015;Hajduk;Rijeka;1434;1506;0;3;0.38;0.32;0.3;24621
2015/2016;Fri;6;11;2015;Inter Zapresic;Lok Zagreb;1264;1280;1;2;0.46;0.27;0.27;645
2015/2016;Sat;7;11;2015;NK Zagreb;Slaven Belupo;1229;1295;2;0;0.3838383838383838;0.31313131313131315;0.30303030303030304;300
2015/2016;Sat;7;11;2015;Osijek;Hajduk;1230;1417;1;0;0.26;0.28;0.46;2487
2015/2016;Sun;8;11;2015;Dinamo Zagreb;Istra 1961;1566;1264;1;0;0.81;0.13;0.06;1232
2015/2016;Sun;8;11;2015;Rijeka;Split 1912;1519;1348;2;1;0.67;0.21;0.12;4856
2015/2016;Fri;20;11;2015;Slaven Belupo;Dinamo Zagreb;1285;1567;1;2;0.1782178217821782;0.25742574257425743;0.5643564356435643;1715
2015/2016;Sat;21;11;2015;Hajduk;Inter Zapresic;1407;1254;4;0;0.67;0.2;0.13;4000
2015/2016;Sat;21;11;2015;Osijek;Rijeka;1241;1522;1;1;0.18;0.26;0.56;517
2015/2016;Sun;22;11;2015;Lok Zagreb;NK Zagreb;1290;1239;2;0;0.56;0.23;0.21;148
2015/2016;Sun;22;11;2015;Istra 1961;Split 1912;1263;1345;1;1;0.37;0.33;0.3;653
2015/2016;Fri;27;11;2015;Inter Zapresic;Osijek;1247;1244;0;0;0.4752475247524752;0.2871287128712871;0.2376237623762376;450
2015/2016;Fri;27;11;2015;Split 1912;Slaven Belupo;1344;1280;2;0;0.52;0.28;0.2;396
2015/2016;Sat;28;11;2015;NK Zagreb;Hajduk;1232;1411;0;2;0.27722772277227725;0.2871287128712871;0.43564356435643564;1500
2015/2016;Sat;28;11;2015;Rijeka;Istra 1961;1515;1261;1;0;0.77;0.15;0.08;4180
2015/2016;Sun;29;11;2015;Dinamo Zagreb;Lok Zagreb;1567;1295;3;1;0.82;0.12;0.06;829
2015/2016;Fri;4;12;2015;Inter Zapresic;Rijeka;1244;1517;0;0;0.18811881188118812;0.25742574257425743;0.5544554455445545;514
2015/2016;Sat;5;12;2015;Split 1912;Lok Zagreb;1350;1293;1;1;0.5445544554455446;0.24752475247524752;0.2079207920792079;428
2015/2016;Sat;5;12;2015;Dinamo Zagreb;Hajduk;1569;1419;2;1;0.67;0.2;0.13;10328
2015/2016;Sun;6;12;2015;NK Zagreb;Osijek;1223;1247;0;1;0.44;0.3;0.26;340
2015/2016;Sun;6;12;2015;Istra 1961;Slaven Belupo;1260;1274;0;2;0.45;0.3;0.25;601
2015/2016;Fri;11;12;2015;Inter Zapresic;NK Zagreb;1248;1212;2;2;0.51;0.28;0.21;376
2015/2016;Sat;12;12;2015;Lok Zagreb;Istra 1961;1296;1244;3;2;0.55;0.24;0.21;263
2015/2016;Sat;12;12;2015;Hajduk;Split 1912;1416;1345;0;0;0.53;0.28;0.19;7000
2015/2016;Sun;13;12;2015;Rijeka;Slaven Belupo;1511;1287;1;1;0.7326732673267327;0.1782178217821782;0.0891089108910891;3048
2015/2016;Sun;13;12;2015;Osijek;Dinamo Zagreb;1256;1568;0;1;0.15;0.24;0.61;1677
2015/2016;Fri;18;12;2015;NK Zagreb;Rijeka;1216;1504;0;2;0.17;0.26;0.57;600
2015/2016;Sat;19;12;2015;Istra 1961;Hajduk;1240;1411;0;2;0.29;0.29;0.42;1654
2015/2016;Sat;19;12;2015;Dinamo Zagreb;Inter Zapresic;1571;1244;1;0;0.83;0.12;0.05;888
2015/2016;Sun;20;12;2015;Split 1912;Osijek;1350;1253;1;1;0.57;0.27;0.16;400
2015/2016;Sun;20;12;2015;Slaven Belupo;Lok Zagreb;1294;1300;0;3;0.48;0.27;0.25;513
2015/2016;Fri;12;2;2016;Rijeka;Lok Zagreb;1509;1318;2;0;0.72;0.18;0.1;3000
2015/2016;Sat;13;2;2016;Osijek;Istra 1961;1258;1231;0;0;0.49;0.29;0.22;2000
2015/2016;Sat;13;2;2016;Hajduk;Slaven Belupo;1420;1277;2;0;0.64;0.22;0.14;15855
2015/2016;Sun;14;2;2016;Inter Zapresic;Split 1912;1243;1345;1;1;0.35;0.31;0.34;283
2015/2016;Sun;14;2;2016;NK Zagreb;Dinamo Zagreb;1211;1572;1;2;0.11;0.2;0.69;1500
2015/2016;Fri;19;2;2016;Split 1912;NK Zagreb;1344;1208;1;0;0.61;0.24;0.15;500
2015/2016;Sat;20;2;2016;Istra 1961;Inter Zapresic;1234;1243;1;2;0.45;0.3;0.25;1143
2015/2016;Sat;20;2;2016;Lok Zagreb;Hajduk;1315;1424;2;1;0.35;0.27;0.38;3150
2015/2016;Sun;21;2;2016;Slaven Belupo;Osijek;1272;1254;1;0;0.47;0.29;0.24;905
2015/2016;Sun;21;2;2016;Dinamo Zagreb;Rijeka;1575;1512;3;0;0.53;0.27;0.2;10075
2015/2016;Fri;26;2;2016;NK Zagreb;Istra 1961;1205;1224;1;1;0.44;0.3;0.26;300
2015/2016;Fri;26;2;2016;Inter Zapresic;Slaven Belupo;1254;1278;2;1;0.44;0.3;0.26;363
2015/2016;Sat;27;2;2016;Osijek;Lok Zagreb;1249;1323;1;3;0.37623762376237624;0.3069306930693069;0.31683168316831684;2000
2015/2016;Sat;27;2;2016;Rijeka;Hajduk;1505;1416;1;0;0.56;0.27;0.17;5450
2015/2016;Sun;28;2;2016;Dinamo Zagreb;Split 1912;1582;1347;1;0;0.73;0.19;0.08;2745
2015/2016;Tue;1;3;2016;Slaven Belupo;NK Zagreb;1271;1203;3;0;0.53;0.27;0.2;558
2015/2016;Tue;1;3;2016;Hajduk;Osijek;1412;1237;2;2;0.67;0.21;0.12;6169
2015/2016;Wed;2;3;2016;Lok Zagreb;Inter Zapresic;1335;1260;1;2;0.56;0.25;0.19;530
2015/2016;Wed;2;3;2016;Split 1912;Rijeka;1346;1508;1;2;0.28;0.32;0.4;1000
2015/2016;Thu;3;3;2016;Istra 1961;Dinamo Zagreb;1226;1584;0;1;0.11;0.21;0.68;856
2015/2016;Sat;5;3;2016;NK Zagreb;Lok Zagreb;1196;1323;1;3;0.33;0.27;0.4;300
2015/2016;Sun;6;3;2016;Rijeka;Osijek;1515;1244;2;1;0.77;0.16;0.07;3100
2015/2016;Sun;6;3;2016;Dinamo Zagreb;Slaven Belupo;1587;1279;2;1;0.8;0.14;0.06;1400
2015/2016;Mon;7;3;2016;Split 1912;Istra 1961;1339;1223;1;1;0.5858585858585859;0.26262626262626265;0.15151515151515152;500
2015/2016;Tue;8;3;2016;Inter Zapresic;Hajduk;1272;1405;0;0;0.31;0.3;0.39;1264
2015/2016;Fri;11;3;2016;Osijek;Inter Zapresic;1242;1273;1;0;0.42424242424242425;0.31313131313131315;0.26262626262626265;953
2015/2016;Sat;12;3;2016;Slaven Belupo;Split 1912;1278;1334;0;1;0.3838383838383838;0.32323232323232326;0.29292929292929293;482
2015/2016;Sat;12;3;2016;Istra 1961;Rijeka;1229;1516;0;1;0.17;0.26;0.57;2251
2015/2016;Sun;13;3;2016;Hajduk;NK Zagreb;1404;1186;1;0;0.72;0.19;0.09;5451
2015/2016;Sun;13;3;2016;Dinamo Zagreb;Lok Zagreb;1588;1333;3;2;0.797979797979798;0.13131313131313133;0.0707070707070707;1137
2015/2016;Fri;18;3;2016;Osijek;NK Zagreb;1249;1184;2;0;0.53;0.27;0.2;1009
2015/2016;Sat;19;3;2016;Slaven Belupo;Istra 1961;1269;1225;2;0;0.51;0.28;0.21;551
2015/2016;Sat;19;3;2016;Rijeka;Inter Zapresic;1520;1267;4;0;0.75;0.17;0.08;3000
2015/2016;Sun;20;3;2016;Lok Zagreb;Split 1912;1332;1343;1;1;0.45;0.29;0.26;670
2015/2016;Sun;20;3;2016;Hajduk;Dinamo Zagreb;1406;1590;1;0;0.26;0.29;0.45;12726
2015/2016;Fri;1;4;2016;NK Zagreb;Inter Zapresic;1177;1263;0;0;0.37623762376237624;0.3069306930693069;0.31683168316831684;300
2015/2016;Sat;2;4;2016;Istra 1961;Lok Zagreb;1218;1329;0;3;0.34;0.28;0.38;697
2015/2016;Sat;2;4;2016;Slaven Belupo;Rijeka;1275;1523;0;0;0.19;0.27;0.54;1507
2015/2016;Sun;3;4;2016;Dinamo Zagreb;Osijek;1579;1255;3;0;0.81;0.14;0.05;2238
2015/2016;Sun;3;4;2016;Split 1912;Hajduk;1345;1416;0;0;0.35;0.35;0.3;3500
2015/2016;Fri;8;4;2016;Osijek;Split 1912;1253;1345;0;0;0.35;0.33;0.32;926
2015/2016;Sat;9;4;2016;Rijeka;NK Zagreb;1519;1177;3;0;0.83;0.12;0.05;2500
2015/2016;Sat;9;4;2016;Lok Zagreb;Slaven Belupo;1342;1280;2;0;0.55;0.24;0.21;413
2015/2016;Sun;10;4;2016;Hajduk;Istra 1961;1417;1205;3;0;0.7029702970297029;0.2079207920792079;0.0891089108910891;5200
2015/2016;Sun;10;4;2016;Inter Zapresic;Dinamo Zagreb;1264;1581;0;1;0.15;0.23;0.62;1795
2015/2016;Fri;15;4;2016;Istra 1961;Osijek;1202;1253;0;0;0.3939393939393939;0.32323232323232326;0.2828282828282828;1137
2015/2016;Fri;15;4;2016;Split 1912;Inter Zapresic;1345;1260;0;0;0.52;0.3;0.18;685
2015/2016;Sat;16;4;2016;Dinamo Zagreb;NK Zagreb;1584;1175;1;0;0.8787878787878788;0.09090909090909091;0.030303030303030304;1435
2015/2016;Sat;16;4;2016;Lok Zagreb;Rijeka;1348;1521;0;1;0.2828282828282828;0.2727272727272727;0.4444444444444444;867
2015/2016;Sun;17;4;2016;Slaven Belupo;Hajduk;1274;1421;0;0;0.3;0.3;0.4;2040
2015/2016;Tue;19;4;2016;NK Zagreb;Split 1912;1175;1340;2;0;0.28;0.32;0.4;120
2015/2016;Tue;19;4;2016;Rijeka;Dinamo Zagreb;1527;1585;0;0;0.3838383838383838;0.32323232323232326;0.29292929292929293;5685
2015/2016;Wed;20;4;2016;Inter Zapresic;Istra 1961;1265;1200;3;0;0.52;0.28;0.2;263
2015/2016;Wed;20;4;2016;Hajduk;Lok Zagreb;1419;1342;2;0;0.5544554455445545;0.25742574257425743;0.18811881188118812;4825
2015/2016;Thu;21;4;2016;Osijek;Slaven Belupo;1254;1275;0;0;0.43;0.32;0.25;1500
2015/2016;Sat;23;4;2016;Istra 1961;NK Zagreb;1193;1189;1;4;0.46;0.3;0.24;338
2015/2016;Sat;23;4;2016;Split 1912;Dinamo Zagreb;1325;1586;0;1;0.19;0.29;0.52;700
2015/2016;Sun;24;4;2016;Lok Zagreb;Osijek;1337;1252;2;0;0.56;0.26;0.18;341
2015/2016;Sun;24;4;2016;Hajduk;Rijeka;1425;1526;1;2;0.3434343434343434;0.31313131313131315;0.3434343434343434;6369
2015/2016;Mon;25;4;2016;Slaven Belupo;Inter Zapresic;1277;1273;4;1;0.45544554455445546;0.3069306930693069;0.2376237623762376;587
2015/2016;Fri;29;4;2016;Inter Zapresic;Lok Zagreb;1263;1342;3;1;0.3838383838383838;0.29292929292929293;0.32323232323232326;416
2015/2016;Sat;30;4;2016;NK Zagreb;Slaven Belupo;1208;1287;0;3;0.37;0.32;0.31;367
2015/2016;Sat;30;4;2016;Dinamo Zagreb;Istra 1961;1590;1174;1;0;0.87;0.1;0.03;1400
2015/2016;Sun;1;5;2016;Osijek;Hajduk;1246;1417;2;1;0.28;0.32;0.4;1899
2015/2016;Sun;1;5;2016;Rijeka;Split 1912;1534;1321;0;0;0.69;0.22;0.09;2522
2015/2016;Fri;6;5;2016;Slaven Belupo;Dinamo Zagreb;1302;1591;0;3;0.17;0.27;0.56;1510
2015/2016;Sat;7;5;2016;Lok Zagreb;NK Zagreb;1332;1193;2;0;0.66;0.2;0.14;293
2015/2016;Sat;7;5;2016;Osijek;Rijeka;1257;1527;1;1;0.19;0.28;0.53;1712
2015/2016;Sun;8;5;2016;Istra 1961;Split 1912;1173;1328;0;0;0.29;0.32;0.39;616
2015/2016;Sun;8;5;2016;Hajduk;Inter Zapresic;1406;1274;0;2;0.61;0.24;0.15;6000
2015/2016;Fri;13;5;2016;Inter Zapresic;Osijek;1293;1262;4;2;0.494949494949495;0.29292929292929293;0.21212121212121213;347
2015/2016;Sat;14;5;2016;NK Zagreb;Hajduk;1189;1387;2;3;0.26;0.28;0.46;941
2015/2016;Sat;14;5;2016;Rijeka;Istra 1961;1522;1175;2;0;0.8217821782178217;0.12871287128712872;0.04950495049504951;2610
2015/2016;Sat;14;5;2016;Split 1912;Slaven Belupo;1326;1296;0;2;0.48;0.31;0.21;300
2015/2016;Sat;14;5;2016;Lok Zagreb;Dinamo Zagreb;1336;1597;0;4;0.19;0.24;0.57;1395
2016/2017;Fri;15;7;2016;Slaven Belupo;Inter Zapresic;1315;1303;2;0;0.47;0.29;0.24;620
2016/2017;Sat;16;7;2016;Istra 1961;Osijek;1177;1258;0;1;0.37;0.32;0.31;1438
2016/2017;Sat;16;7;2016;Split 1912;Rijeka;1313;1527;0;3;0.23;0.32;0.45;467
2016/2017;Sun;17;7;2016;Cibalia Vinkovci;Hajduk;1226;1400;0;2;0.27;0.29;0.44;3947
2016/2017;Sun;17;7;2016;Dinamo Zagreb;Lok Zagreb;1609;1332;3;1;0.8;0.13;0.07;2103
2016/2017;Fri;22;7;2016;Rijeka;Istra 1961;1543;1176;4;1;0.84;0.12;0.04;3954
2016/2017;Sat;23;7;2016;Slaven Belupo;Cibalia Vinkovci;1331;1225;3;2;0.59;0.25;0.16;651
2016/2017;Sat;23;7;2016;Inter Zapresic;Osijek;1303;1274;0;2;0.49;0.29;0.22;371
2016/2017;Sun;24;7;2016;Lok Zagreb;Split 1912;1347;1312;0;0;0.51;0.28;0.21;212
2016/2017;Fri;29;7;2016;Dinamo Zagreb;Slaven Belupo;1631;1346;1;1;0.78;0.15;0.07;1323
2016/2017;Sat;30;7;2016;Cibalia Vinkovci;Inter Zapresic;1233;1299;3;3;0.37;0.32;0.31;1100
2016/2017;Sun;31;7;2016;Istra 1961;Lok Zagreb;1186;1356;1;1;0.28;0.28;0.44;1027
2016/2017;Sun;31;7;2016;Split 1912;Hajduk;1327;1453;0;1;0.3;0.33;0.37;3000
2016/2017;Sun;31;7;2016;Osijek;Rijeka;1301;1558;0;1;0.19;0.28;0.53;4019
2016/2017;Fri;5;8;2016;Slaven Belupo;Split 1912;1360;1326;0;0;0.48;0.31;0.21;653
2016/2017;Sat;6;8;2016;Cibalia Vinkovci;Dinamo Zagreb;1239;1629;0;2;0.1;0.18;0.72;3264
2016/2017;Sun;7;8;2016;Hajduk;Istra 1961;1471;1195;4;0;0.77;0.16;0.07;6860
2016/2017;Sun;7;8;2016;Inter Zapresic;Rijeka;1306;1558;1;1;0.19;0.27;0.54;656
2016/2017;Mon;8;8;2016;Lok Zagreb;Osijek;1378;1303;2;3;0.54;0.26;0.2;427
2016/2017;Wed;10;8;2016;Hajduk;Dinamo Zagreb;1474;1632;0;4;0.29;0.3;0.41;29109
2016/2017;Fri;12;8;2016;Split 1912;Cibalia Vinkovci;1329;1236;2;2;0.54;0.29;0.17;500
2016/2017;Sat;13;8;2016;Dinamo Zagreb;Inter Zapresic;1645;1310;2;1;0.82;0.13;0.05;1691
2016/2017;Sat;13;8;2016;Rijeka;Lok Zagreb;1554;1365;1;0;0.7;0.19;0.11;3022
